
[Stones]
	{Unit
		(type 			monster)
		(subtype 		xx)
		(title 			Stones)
		(original_type 		Monster)
		(EnemyType 		Hero)
		(idle_action		Monster_idle)
		(attack_action 		basic_attack_with_stand)
		(Friend 		xx)
		(max_followers 		4)
		(resist_critical 1)
		(speed 			1)
		(attacktype 		1)
		(Raider_Respond 	1)
		(Guardian_Mod 		5)
		(activeScript		Wandering)
		(basicScript          	Wandering)
		(backscript 		Wandering)
	  	(evaluationScript 	monster_eval_enemies)
		(birthScript		Wight_Birth)
		(IGdeathscript	 	Wight_Death)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Undead)
		(Kill_Credit_Specific	KCS_Stones)
		(Electric_Resistance_Percent		33)
		(Poison_Resistance_Percent		55)
		(Divine_Resistance_Percent		50)
		(Divine_Resistance_Percent_Neg	True)
		(Necrotic_Resistance_Percent	60)
		(Crushing_Resistance_Percent	5)
		(Piercing_Resistance_Percent	50)
		(Slashing_Resistance_Percent	20)
		(Armor_Physical_Base					7)
		(Armor_Magical_Base					4)
		(Physical_Attack		21)
		(Physical_Attack_Type	Slashing)
		(Experience_Value_Base	100)
		(XPMultiplier	1)
		(IntentExt		STONES)
	}
[end]


[Styx]
	{Unit
		(type 			monster)
		(subtype 		xx)
		(title 			Styx)
		(original_type 		Monster)
		(EnemyType 		Hero)
		(idle_action		Monster_idle)
		(attack_action 		basic_attack_with_stand)
		(Friend 		xx)
		(max_followers 		4)
		(resist_critical 	1)
		(speed 			1)
		(castingrange		1)
		(attacktype 		1)
		(Raider_Respond 	1)
		(Guardian_Mod 		5)
		(activeScript		Wandering)
		(basicScript          	Wandering)
		(backscript 		Wandering)
	  	(evaluationScript 	monster_eval_enemies)
		(birthScript		Wight_Birth)
		(IGdeathscript	 	Wight_Death)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Undead)
		(Kill_Credit_Specific	KCS_Styx)
		(Electric_Resistance_Percent		33)
		(Poison_Resistance_Percent		55)
		(Divine_Resistance_Percent		50)
		(Divine_Resistance_Percent_Neg	True)
		(Necrotic_Resistance_Percent	60)
		(Crushing_Resistance_Percent	5)
		(Piercing_Resistance_Percent	50)
		(Slashing_Resistance_Percent	20)
		(Armor_Physical_Base					7)
		(Armor_Magical_Base					4)
		(Physical_Attack		21)
		(Physical_Attack_Type	Crushing)
		(Experience_Value_Base	100)
		(XPMultiplier	1)
		(IntentExt		STYX)
	}
[end]

[RatmanShaman]
	{Unit
		(type 			monster)
		(subtype 		Ratman)
		(title 			RatmanShaman)
		(original_type 		Monster)
		(enemytype 		hero)
		(family			Ratman)
		(idle_action		Monster_idle)
		(attack_action 		basic_attack_with_stand)
		(Friend 		xx)
		(speed 			1)
		(attacktype 		1)
		(max_followers 		6)
		(raider_respond		1)
		(Guardian_Mod 		5)
		(CastingRange  		100)
		(activeScript		war_party)
		(basicScript          	war_party)
		(backscript 		war_party)
	  	(evaluationScript 	monster_eval_enemies)
		(birthScript		war_party_birth)
		(IGdeathscript		monster_gravestone)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Ratkin)
		(Kill_Credit_Specific	KCS_Ratman_Shaman)
		(Physical_Attack		15)
		(Physical_Attack_Type	Crushing)
		(Poison_Resistance_Percent		30)
		(Armor_Magical_Base					3)
		(ItemDrop1						MedicinePouch)
		(ItemDropChance1				450000)
		(Experience_Value_Base	525)
		(XPMultiplier	4)
		(IntentExt		RATMANSHAMAN)
	}
[end]

[GoblinOverlord]
	{Unit
		(type 			monster)
		(subtype 		Goblin)
		(title 			GoblinOverlord)
		(original_type 		Monster)
		(enemytype 		hero)
		(family			Goblin)
		(idle_action		Monster_idle)
		(attack_action 		basic_attack_with_stand)
		(Friend 		xx)
		(speed 			1)
		(attacktype 		1)
		(raider_respond		1)
		(Guardian_Mod 		5)
		(activeScript		war_party)
		(basicScript        	war_party)
		(backscript 		war_party)
	  	(evaluationScript 	monster_eval_enemies)
		(birthScript		War_Party_Birth)
		(IGdeathscript	      	Overlord_Deathstrike)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Goblin)
		(Kill_Credit_Specific	KCS_Goblin_Overlord)
		(Crushing_Resistance_Percent	20)
		(Slashing_Resistance_Percent	25)
		(Piercing_Resistance_Percent	25)
		(Armor_Physical_Base					4)
		(Physical_Attack		11)
		(Physical_Attack_Type	Slashing)
		(ItemDrop1						GoblinEar)
		(ItemDropChance1				800000)
		(ItemDrop2						MassiveAxe)
		(ItemDropChance2				600000)
		(Experience_Value_Base	725)
		(XPMultiplier	6)
		(IntentExt		GOBLINOVERLORD)
	}
[end]

[Abomination]
	{Unit
		(type 			monster)
		(subtype 		xx)
		(title 			Abomination)
		(original_type 		Monster)
		(enemytype 		hero)
		(idle_action		Monster_idle)
		(attack_action 		do_nothing)
		(Friend 		xx)
		(resist_critical 1)
		(Immune_to_poison 1)
		(speed 			1)
		(attacktype 		1)
		(raider_respond		1)
		(CastingRange           175)
		(Guardian_Mod 		5)
		(activeScript		Guardian)
		(basicScript          	Guardian)
		(backscript 		Guardian)
  		(evaluationScript 	Guardian_eval_enemies)
		(birthScript		Guardian_Birth)
		(IGdeathscript		monster_gravestone)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Monster)
		(Kill_Credit_Specific	KCS_Abomination)
		(Divine_Resistance_Percent		45)
		(Divine_Resistance_Percent_Neg	True)
		(Necrotic_Resistance_Percent	40)
		(Chaotic_Resistance_Percent	90)
		(Armor_Physical_Base					8)
		(Armor_Magical_Base					17)
		(Magical_Attack		39)
		(Magical_Attack_Type	Chaotic)
		(Experience_Value_Base	100)
		(XPMultiplier	1)
		(IntentExt		ABOMINATION)
	}
[end]

[GreaterGorgon]
	{Unit
		(type 			monster)
		(subtype 		serpent)
		(title 			GreaterGorgon)
		(original_type 		Monster)
		(enemytype 		hero)
		(family			Serpent)
		(idle_action		Monster_idle)
		(attack_action 		Gorgon_Blade)
		(special_splat 		Gorgon_Missile_Hit)
		(Friend 		xx)
		(speed 			1)
		(attacktype 		1)
		(raider_respond		1)
		(Guardian_Mod 		5)
		(CastingRange           100)
		(activeScript		Wandering)
		(basicScript          	Wandering)
		(backscript 		Wandering)
	  	(evaluationScript 	monster_eval_enemies)
		(birthScript		Monster_Birth)
		(IGdeathscript		monster_gravestone)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Armor_Physical_Base 4)
		(Fire_Resistance_Percent 25)
		(Fire_Resistance_Percent_Neg true)
		(Physical_Attack		15)
		(Physical_Attack_Type	Crushing)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Monster)
		(Kill_Credit_Specific	KCS_Greater_Gorgon)
		(ItemDrop1						GorgonHead)
		(ItemDropChance1				500000)
		(Experience_Value_Base	600)
		(XPMultiplier	5)
		(IntentExt		GREATERGORGON)
	}
[end]


[Medusa]
	{Unit
		(type 			monster)
		(subtype 		animal)
		(title 			Medusa)
		(original_type 		Monster)
		(EnemyType 		Hero)
		(idle_action		Monster_idle)
		(family			Serpent)
		(attack_action 		basic_attack)
		(Friend 		xx)
		(speed 			2)
		(raider_respond		1)
		(attacktype 		1)
		(Guardian_Mod 		5)
		(CastingRange           100)
		(activeScript		wandering)
		(basicScript          	wandering)
		(backscript 		wandering)
	  	(evaluationScript 	monster_eval_enemies)
		(birthScript		Medusa_Birth)
		(IGdeathscript		monster_gravestone)
		(Unit_Type			Unit)
		(Unit_Subtype		Monster)
		(Armor_Physical_Base 4)
		(Fire_Resistance_Percent 25)
		(Fire_Resistance_Percent_Neg true)
		(Physical_Attack		15)
		(Physical_Attack_Type	Crushing)
		(Kill_Credit_Type	Monster)
		(Kill_Credit_Faction	KCF_Monster)
		(Kill_Credit_Specific	KCS_Medusa)
		(Experience_Value_Base	475)
		(XPMultiplier	4)
		(IntentExt		MEDUSA)
	}
[end]


[RatmanChampion]
	{Unit
		(type 			monster)
		(subtype 		Ratman)
		(title 			RatmanChampion)
		(original_type 		Monster)
		(enemytype 		hero)
		(idle_action		Monster_idle)
		(attack_action 		basic_attack_with_stand)
		(family			Ratman)
		(Friend 		xx)
		(speed 			1)
		(attacktype 		1)
